cloud_cover_mean,shortwave_radiation_sum,et0_fao_evapotranspiration,soil_moisture_0_to_7cm_mean,date
41,15.21,2.37,0.332,2017-10-03
0,18.1,2.89,0.31,2017-10-04
8,17.5,2.83,0.296,2017-10-05
9,17.17,2.91,0.285,2017-10-06
44,14.64,2.82,0.276,2017-10-07
60,8.66,1.79,0.284,2017-10-08
80,9.26,1.6,0.326,2017-10-09
41,10.56,1.74,0.307,2017-10-10
54,11.56,1.89,0.296,2017-10-11
7,15.97,2.4,0.287,2017-10-12
0,15.88,2.56,0.279,2017-10-13
58,8.82,1.45,0.276,2017-10-14
98,4.56,0.99,0.274,2017-10-15
89,2.21,0.61,0.275,2017-10-16
16,14.21,2.29,0.279,2017-10-17
0,14.87,2.46,0.271,2017-10-18
0,14.69,2.41,0.266,2017-10-19
1,14.6,2.46,0.26,2017-10-20
3,14.67,2.47,0.255,2017-10-21
24,13.6,2.31,0.25,2017-10-22
93,12.3,2.06,0.243,2017-10-23
68,13.24,2.57,0.24,2017-10-24
88,6.9,1.22,0.255,2017-10-25
61,9.8,1.53,0.28,2017-10-26
49,11.08,1.68,0.275,2017-10-27
60,9.86,1.58,0.271,2017-10-28
81,5.72,0.96,0.337,2017-10-29
86,4.94,0.77,0.354,2017-10-30
78,7.43,1.0,0.352,2017-10-31
80,6.56,0.87,0.342,2017-11-01
6,12.73,1.59,0.328,2017-11-02
43,12.62,1.67,0.318,2017-11-03
93,8.83,1.28,0.312,2017-11-04
90,8.04,1.15,0.308,2017-11-05
97,4.45,0.76,0.352,2017-11-06
51,9.22,1.34,0.335,2017-11-07
28,11.14,1.52,0.322,2017-11-08
15,11.33,1.59,0.314,2017-11-09
46,7.98,1.14,0.311,2017-11-10
92,9.19,1.28,0.308,2017-11-11
59,5.32,0.9,0.313,2017-11-12
78,7.1,1.4,0.319,2017-11-13
40,8.63,1.54,0.311,2017-11-14
23,10.07,1.48,0.304,2017-11-15
18,10.26,1.46,0.297,2017-11-16
19,10.3,1.42,0.293,2017-11-17
72,8.78,1.25,0.291,2017-11-18
55,8.13,1.15,0.291,2017-11-19
76,6.94,1.05,0.313,2017-11-20
93,2.49,0.34,0.394,2017-11-21
92,5.23,0.66,0.372,2017-11-22
96,2.77,0.41,0.411,2017-11-23
90,2.6,0.47,0.401,2017-11-24
42,8.61,1.01,0.385,2017-11-25
20,9.37,1.14,0.373,2017-11-26
74,6.93,0.87,0.366,2017-11-27
67,7.52,0.98,0.38,2017-11-28
57,4.82,0.63,0.389,2017-11-29
40,9.18,1.17,0.371,2017-11-30
42,8.03,1.06,0.366,2017-12-01
39,8.68,1.16,0.361,2017-12-02
51,8.5,1.23,0.357,2017-12-03
79,7.19,1.07,0.363,2017-12-04
97,1.96,0.31,0.422,2017-12-05
76,6.62,0.66,0.394,2017-12-06
93,2.44,0.41,0.385,2017-12-07
4,8.54,0.97,0.378,2017-12-08
34,7.71,1.07,0.37,2017-12-09
47,7.54,1.03,0.379,2017-12-10
27,8.22,0.92,0.39,2017-12-11
22,8.45,0.99,0.378,2017-12-12
12,8.33,1.05,0.372,2017-12-13
66,6.26,0.81,0.367,2017-12-14
15,8.22,1.02,0.364,2017-12-15
29,7.72,1.07,0.361,2017-12-16
96,4.92,0.7,0.372,2017-12-17
89,0.9,0.24,0.396,2017-12-18
82,5.81,0.72,0.397,2017-12-19
93,3.43,0.48,0.39,2017-12-20
86,5.49,0.63,0.382,2017-12-21
99,2.13,0.34,0.383,2017-12-22
100,2.52,0.35,0.389,2017-12-23
66,5.39,0.63,0.379,2017-12-24
32,8.34,0.96,0.371,2017-12-25
2,8.51,1.08,0.367,2017-12-26
44,8.46,1.28,0.367,2017-12-27
24,8.2,1.36,0.366,2017-12-28
80,5.82,0.89,0.366,2017-12-29
62,7.89,0.98,0.379,2017-12-30
60,6.71,0.83,0.373,2017-12-31
77,3.16,0.52,0.373,2018-01-01
38,8.36,0.92,0.369,2018-01-02
77,6.87,0.86,0.366,2018-01-03
52,7.58,0.89,0.379,2018-01-04
97,4.25,0.56,0.374,2018-01-05
51,7.24,0.9,0.375,2018-01-06
4,9.07,1.04,0.369,2018-01-07
41,7.84,1.0,0.365,2018-01-08
96,4.03,0.56,0.362,2018-01-09
100,6.79,0.81,0.363,2018-01-10
83,7.26,0.95,0.361,2018-01-11
82,6.41,0.89,0.37,2018-01-12
92,5.35,0.76,0.388,2018-01-13
98,2.43,0.43,0.379,2018-01-14
60,6.63,0.74,0.372,2018-01-15
78,4.76,0.65,0.37,2018-01-16
56,7.6,0.93,0.38,2018-01-17
99,2.91,0.41,0.401,2018-01-18
61,5.33,0.65,0.395,2018-01-19
55,9.72,1.34,0.388,2018-01-20
95,5.88,0.89,0.391,2018-01-21
94,8.19,1.16,0.39,2018-01-22
100,3.18,0.48,0.394,2018-01-23
68,7.56,0.8,0.383,2018-01-24
54,7.77,0.95,0.378,2018-01-25
52,8.23,0.87,0.374,2018-01-26
26,9.92,1.06,0.369,2018-01-27
44,9.31,1.04,0.367,2018-01-28
58,9.74,1.11,0.369,2018-01-29
9,10.88,1.43,0.365,2018-01-30
64,6.48,0.85,0.367,2018-01-31
33,11.61,1.65,0.366,2018-02-01
68,9.56,1.55,0.365,2018-02-02
86,8.59,1.36,0.363,2018-02-03
92,3.42,0.75,0.362,2018-02-04
88,3.69,0.57,0.367,2018-02-05
56,8.42,1.13,0.361,2018-02-06
43,11.98,1.61,0.356,2018-02-07
75,8.1,1.2,0.379,2018-02-08
20,11.32,1.56,0.399,2018-02-09
79,9.93,1.35,0.388,2018-02-10
54,8.09,1.11,0.401,2018-02-11
96,4.94,0.66,0.406,2018-02-12
71,8.53,1.09,0.393,2018-02-13
69,12.3,1.78,0.385,2018-02-14
55,11.74,1.54,0.381,2018-02-15
91,11.69,1.63,0.378,2018-02-16
89,9.81,1.32,0.377,2018-02-17
49,11.43,1.49,0.376,2018-02-18
87,12.33,1.65,0.37,2018-02-19
74,13.25,1.74,0.371,2018-02-20
48,13.7,1.84,0.367,2018-02-21
76,13.35,1.86,0.361,2018-02-22
76,8.86,1.24,0.373,2018-02-23
86,10.59,1.52,0.371,2018-02-24
99,3.3,0.53,0.407,2018-02-25
80,12.21,1.71,0.388,2018-02-26
66,13.15,1.98,0.391,2018-02-27
88,6.51,0.95,0.402,2018-02-28
67,11.67,1.09,0.399,2018-03-01
89,11.31,1.7,0.389,2018-03-02
89,10.3,1.75,0.403,2018-03-03
93,3.75,0.66,0.425,2018-03-04
79,12.45,1.73,0.412,2018-03-05
77,7.97,1.19,0.411,2018-03-06
71,7.04,1.13,0.411,2018-03-07
97,5.43,0.93,0.423,2018-03-08
58,13.25,1.87,0.419,2018-03-09
76,15.24,2.24,0.401,2018-03-10
83,11.49,1.87,0.393,2018-03-11
18,18.18,2.83,0.384,2018-03-12
86,9.69,1.65,0.39,2018-03-13
47,15.56,2.28,0.416,2018-03-14
74,14.86,2.09,0.408,2018-03-15
54,14.76,2.19,0.398,2018-03-16
60,17.43,2.95,0.389,2018-03-17
91,9.59,1.87,0.382,2018-03-18
74,14.32,2.35,0.382,2018-03-19
56,14.12,2.38,0.39,2018-03-20
46,18.32,2.86,0.387,2018-03-21
93,11.88,1.9,0.381,2018-03-22
87,11.1,2.16,0.383,2018-03-23
96,8.43,1.31,0.413,2018-03-24
74,14.51,2.08,0.415,2018-03-25
78,15.69,2.82,0.4,2018-03-26
54,17.94,3.04,0.391,2018-03-27
78,17.45,2.76,0.395,2018-03-28
100,1.54,0.39,0.42,2018-03-29
69,10.71,1.67,0.418,2018-03-30
35,21.94,3.55,0.4,2018-03-31
70,20.34,3.84,0.389,2018-04-01
60,7.26,1.05,0.408,2018-04-02
35,17.19,2.53,0.403,2018-04-03
4,22.8,3.54,0.39,2018-04-04
3,22.71,3.87,0.38,2018-04-05
29,21.67,4.03,0.37,2018-04-06
37,21.41,3.85,0.358,2018-04-07
79,21.87,3.91,0.349,2018-04-08
43,20.22,3.51,0.341,2018-04-09
88,19.86,3.53,0.335,2018-04-10
61,21.46,3.87,0.331,2018-04-11
58,17.76,3.18,0.323,2018-04-12
14,18.73,3.33,0.338,2018-04-13
16,22.15,3.95,0.334,2018-04-14
11,24.73,4.29,0.318,2018-04-15
28,25.16,4.25,0.305,2018-04-16
11,25.16,4.54,0.297,2018-04-17
24,23.81,4.29,0.289,2018-04-18
19,24.28,3.9,0.282,2018-04-19
65,9.24,1.44,0.308,2018-04-20
54,18.65,2.92,0.315,2018-04-21
1,25.43,4.15,0.306,2018-04-22
6,24.9,4.45,0.294,2018-04-23
9,25.08,4.49,0.282,2018-04-24
16,23.57,4.34,0.276,2018-04-25
11,23.82,4.47,0.268,2018-04-26
42,23.31,4.43,0.258,2018-04-27
4,26.37,4.79,0.252,2018-04-28
1,26.6,4.89,0.242,2018-04-29
2,26.72,5.09,0.231,2018-04-30
18,24.71,4.68,0.223,2018-05-01
28,23.88,4.5,0.234,2018-05-02
35,22.43,4.22,0.247,2018-05-03
17,23.47,4.52,0.239,2018-05-04
40,23.17,4.44,0.237,2018-05-05
76,12.97,2.35,0.273,2018-05-06
92,8.15,1.57,0.368,2018-05-07
96,16.78,2.87,0.338,2018-05-08
84,11.37,1.97,0.385,2018-05-09
80,16.75,2.85,0.381,2018-05-10
83,13.42,2.33,0.38,2018-05-11
61,18.59,3.09,0.398,2018-05-12
4,28.85,4.54,0.374,2018-05-13
9,25.65,4.38,0.359,2018-05-14
16,26.74,4.8,0.345,2018-05-15
34,25.91,5.0,0.334,2018-05-16
78,21.24,4.15,0.321,2018-05-17
90,17.07,3.27,0.311,2018-05-18
56,22.87,4.28,0.322,2018-05-19
60,18.78,3.41,0.348,2018-05-20
77,20.02,3.69,0.362,2018-05-21
49,23.03,4.26,0.356,2018-05-22
60,22.35,4.24,0.345,2018-05-23
66,24.65,4.7,0.329,2018-05-24
70,18.19,3.38,0.346,2018-05-25
67,20.5,3.82,0.365,2018-05-26
81,18.36,3.42,0.357,2018-05-27
86,17.09,3.29,0.344,2018-05-28
91,17.32,3.23,0.35,2018-05-29
75,21.37,3.95,0.34,2018-05-30
87,6.02,1.37,0.346,2018-05-31
46,26.53,4.91,0.346,2018-06-01
12,27.23,4.97,0.324,2018-06-02
21,27.32,4.96,0.307,2018-06-03
12,29.28,5.37,0.291,2018-06-04
55,24.09,4.49,0.274,2018-06-05
58,21.47,3.99,0.283,2018-06-06
32,25.74,4.85,0.293,2018-06-07
12,25.03,4.82,0.278,2018-06-08
12,29.27,5.73,0.264,2018-06-09
11,29.53,5.97,0.245,2018-06-10
5,28.35,5.71,0.23,2018-06-11
0,30.43,5.8,0.212,2018-06-12
4,30.73,5.96,0.195,2018-06-13
23,26.37,5.47,0.182,2018-06-14
66,21.32,4.42,0.184,2018-06-15
41,27.06,5.56,0.175,2018-06-16
94,12.91,2.58,0.203,2018-06-17
87,14.37,2.7,0.365,2018-06-18
64,17.98,3.42,0.346,2018-06-19
78,21.41,4.12,0.343,2018-06-20
52,27.17,5.42,0.316,2018-06-21
65,20.33,3.89,0.331,2018-06-22
47,22.73,4.25,0.359,2018-06-23
81,13.37,2.59,0.413,2018-06-24
75,19.39,3.73,0.395,2018-06-25
60,25.14,4.97,0.373,2018-06-26
15,25.32,5.15,0.352,2018-06-27
12,26.16,5.31,0.336,2018-06-28
46,22.71,4.35,0.322,2018-06-29
22,23.69,4.38,0.34,2018-06-30
25,23.69,4.5,0.34,2018-07-01
26,28.1,5.41,0.328,2018-07-02
1,30.28,6.01,0.307,2018-07-03
0,30.2,5.96,0.288,2018-07-04
0,30.37,5.82,0.267,2018-07-05
2,29.61,5.69,0.252,2018-07-06
6,28.46,5.59,0.238,2018-07-07
18,25.64,5.09,0.229,2018-07-08
51,22.19,4.47,0.234,2018-07-09
33,24.91,5.14,0.229,2018-07-10
12,28.38,5.75,0.216,2018-07-11
56,17.18,3.58,0.218,2018-07-12
33,25.59,5.15,0.212,2018-07-13
53,20.31,3.99,0.214,2018-07-14
39,22.18,4.19,0.226,2018-07-15
30,21.2,4.15,0.224,2018-07-16
2,28.74,5.72,0.213,2018-07-17
46,15.82,3.19,0.212,2018-07-18
68,22.39,4.25,0.227,2018-07-19
32,23.77,4.57,0.225,2018-07-20
56,21.4,4.28,0.229,2018-07-21
34,23.04,4.48,0.245,2018-07-22
28,27.13,5.54,0.249,2018-07-23
45,19.65,4.04,0.239,2018-07-24
50,22.27,4.35,0.244,2018-07-25
41,24.48,4.89,0.237,2018-07-26
56,21.37,4.26,0.239,2018-07-27
62,15.88,3.24,0.28,2018-07-28
58,17.88,3.65,0.292,2018-07-29
56,18.5,3.82,0.288,2018-07-30
76,20.16,4.27,0.269,2018-07-31
56,20.82,4.23,0.277,2018-08-01
47,20.78,4.32,0.272,2018-08-02
54,18.99,3.95,0.26,2018-08-03
25,21.65,4.46,0.248,2018-08-04
37,26.24,5.33,0.231,2018-08-05
12,25.03,5.13,0.213,2018-08-06
32,23.36,5.05,0.199,2018-08-07
52,22.9,4.66,0.192,2018-08-08
31,21.14,4.25,0.189,2018-08-09
12,22.96,4.91,0.184,2018-08-10
8,25.28,4.99,0.173,2018-08-11
24,21.46,4.21,0.164,2018-08-12
0,27.31,5.4,0.158,2018-08-13
0,26.86,5.74,0.152,2018-08-14
0,26.84,5.54,0.147,2018-08-15
9,23.77,5.03,0.14,2018-08-16
24,24.13,5.11,0.136,2018-08-17
32,21.66,4.75,0.139,2018-08-18
17,19.42,4.32,0.136,2018-08-19
0,25.35,5.13,0.134,2018-08-20
7,23.95,4.92,0.132,2018-08-21
0,25.46,5.41,0.128,2018-08-22
1,25.83,5.63,0.126,2018-08-23
2,23.83,5.17,0.123,2018-08-24
12,21.86,4.82,0.122,2018-08-25
36,22.46,4.88,0.118,2018-08-26
45,19.86,4.32,0.115,2018-08-27
49,20.09,4.48,0.112,2018-08-28
75,17.49,3.84,0.108,2018-08-29
40,21.15,4.41,0.102,2018-08-30
8,21.34,4.66,0.105,2018-08-31
2,23.4,5.11,0.103,2018-09-01
12,22.7,4.93,0.099,2018-09-02
9,20.71,4.37,0.098,2018-09-03
8,20.82,4.47,0.098,2018-09-04
38,19.54,4.16,0.1,2018-09-05
80,11.23,2.19,0.156,2018-09-06
73,12.28,2.31,0.196,2018-09-07
27,16.83,3.26,0.217,2018-09-08
28,18.43,3.39,0.214,2018-09-09
47,16.55,2.99,0.216,2018-09-10
40,17.71,3.25,0.213,2018-09-11
7,20.56,3.82,0.201,2018-09-12
48,14.04,2.68,0.193,2018-09-13
83,13.92,2.64,0.234,2018-09-14
56,13.13,2.44,0.244,2018-09-15
41,16.65,3.13,0.245,2018-09-16
60,13.63,2.61,0.239,2018-09-17
28,14.98,2.84,0.233,2018-09-18
9,20.89,3.81,0.219,2018-09-19
14,20.34,3.88,0.207,2018-09-20
33,19.88,3.76,0.196,2018-09-21
18,19.46,3.7,0.185,2018-09-22
32,18.18,3.5,0.177,2018-09-23
2,19.36,3.76,0.171,2018-09-24
74,5.39,1.19,0.175,2018-09-25
96,5.08,1.29,0.192,2018-09-26
85,11.69,2.24,0.189,2018-09-27
35,17.98,3.16,0.182,2018-09-28
31,17.46,3.31,0.175,2018-09-29
50,15.35,2.91,0.173,2018-09-30
72,13.09,2.54,0.172,2018-10-01
55,13.5,2.53,0.185,2018-10-02
54,16.06,2.97,0.189,2018-10-03
91,9.11,1.71,0.193,2018-10-04
24,16.12,2.75,0.2,2018-10-05
0,17.57,2.91,0.191,2018-10-06
0,17.62,2.97,0.183,2018-10-07
9,17.05,2.94,0.178,2018-10-08
61,14.77,2.6,0.172,2018-10-09
78,10.33,1.96,0.169,2018-10-10
55,12.21,2.23,0.165,2018-10-11
56,12.84,2.35,0.164,2018-10-12
50,14.01,2.58,0.16,2018-10-13
72,12.22,2.2,0.161,2018-10-14
58,13.36,2.47,0.162,2018-10-15
62,13.92,2.61,0.155,2018-10-16
59,13.15,2.49,0.151,2018-10-17
80,12.09,2.33,0.154,2018-10-18
86,11.1,2.09,0.16,2018-10-19
90,9.13,1.64,0.167,2018-10-20
83,6.69,1.19,0.269,2018-10-21
75,10.11,1.7,0.268,2018-10-22
66,11.3,1.87,0.251,2018-10-23
75,8.34,1.4,0.273,2018-10-24
98,3.24,0.51,0.397,2018-10-25
75,8.62,1.45,0.362,2018-10-26
24,13.53,2.06,0.334,2018-10-27
23,13.56,2.05,0.321,2018-10-28
9,13.51,2.04,0.313,2018-10-29
71,12.77,1.96,0.306,2018-10-30
43,12.74,2.05,0.3,2018-10-31
43,11.12,1.81,0.294,2018-11-01
0,12.47,2.04,0.286,2018-11-02
2,12.59,1.87,0.28,2018-11-03
0,12.16,1.83,0.277,2018-11-04
11,12.09,1.84,0.272,2018-11-05
31,11.22,1.7,0.268,2018-11-06
54,10.18,1.49,0.269,2018-11-07
60,9.27,1.37,0.268,2018-11-08
51,7.65,1.19,0.267,2018-11-09
10,10.6,1.58,0.266,2018-11-10
8,10.88,1.59,0.261,2018-11-11
73,7.4,1.1,0.253,2018-11-12
91,5.0,0.81,0.251,2018-11-13
79,3.91,0.73,0.254,2018-11-14
75,6.94,0.9,0.253,2018-11-15
99,2.3,0.42,0.285,2018-11-16
84,8.8,1.12,0.305,2018-11-17
80,9.31,1.23,0.296,2018-11-18
82,7.99,1.25,0.291,2018-11-19
90,7.65,1.2,0.303,2018-11-20
95,6.07,0.94,0.326,2018-11-21
98,2.91,0.55,0.35,2018-11-22
91,2.88,0.58,0.36,2018-11-23
19,9.14,1.09,0.343,2018-11-24
23,8.32,1.0,0.333,2018-11-25
74,8.74,1.14,0.331,2018-11-26
92,4.33,0.64,0.358,2018-11-27
98,2.61,0.49,0.361,2018-11-28
98,2.42,0.48,0.39,2018-11-29
100,2.52,0.44,0.398,2018-11-30
98,1.81,0.37,0.387,2018-12-01
74,6.43,0.79,0.369,2018-12-02
84,8.38,0.96,0.358,2018-12-03
77,7.75,0.97,0.352,2018-12-04
94,4.33,0.65,0.352,2018-12-05
100,1.63,0.33,0.39,2018-12-06
96,2.1,0.42,0.381,2018-12-07
39,8.78,0.98,0.364,2018-12-08
73,8.04,1.05,0.357,2018-12-09
72,6.93,0.96,0.38,2018-12-10
99,1.44,0.27,0.399,2018-12-11
97,4.35,0.57,0.382,2018-12-12
50,8.62,0.93,0.37,2018-12-13
82,7.27,0.86,0.363,2018-12-14
79,7.11,0.81,0.358,2018-12-15
89,5.58,0.69,0.352,2018-12-16
85,5.49,0.7,0.351,2018-12-17
63,7.36,0.9,0.348,2018-12-18
88,6.72,0.88,0.369,2018-12-19
99,1.41,0.31,0.36,2018-12-20
64,7.92,0.91,0.351,2018-12-21
47,7.69,0.93,0.343,2018-12-22
96,1.9,0.31,0.368,2018-12-23
87,6.96,0.87,0.389,2018-12-24
100,1.55,0.29,0.393,2018-12-25
75,5.43,0.56,0.379,2018-12-26
93,1.89,0.32,0.369,2018-12-27
69,4.79,0.58,0.364,2018-12-28
87,2.62,0.34,0.36,2018-12-29
85,3.55,0.42,0.36,2018-12-30
47,8.21,0.79,0.356,2018-12-31
72,6.83,0.65,0.351,2019-01-01
94,3.4,0.44,0.348,2019-01-02
93,3.73,0.5,0.362,2019-01-03
78,4.4,0.58,0.378,2019-01-04
70,5.03,0.59,0.363,2019-01-05
96,2.87,0.41,0.357,2019-01-06
65,7.99,0.76,0.351,2019-01-07
84,6.8,0.67,0.346,2019-01-08
37,9.31,0.93,0.344,2019-01-09
82,7.14,1.18,0.341,2019-01-10
96,3.07,0.63,0.341,2019-01-11
91,6.08,0.75,0.364,2019-01-12
99,1.84,0.33,0.364,2019-01-13
77,5.0,0.67,0.355,2019-01-14
95,3.31,0.46,0.366,2019-01-15
90,4.83,0.5,0.372,2019-01-16
78,2.98,0.39,0.361,2019-01-17
35,9.95,0.84,0.358,2019-01-18
56,8.32,0.83,0.357,2019-01-19
39,9.76,0.97,0.358,2019-01-20
76,7.14,0.86,0.361,2019-01-21
96,6.99,0.84,0.371,2019-01-22
61,9.92,1.18,0.364,2019-01-23
79,8.32,1.15,0.36,2019-01-24
72,9.78,1.28,0.357,2019-01-25
97,3.56,0.58,0.362,2019-01-26
86,6.48,0.84,0.355,2019-01-27
14,10.66,1.24,0.348,2019-01-28
67,10.4,1.38,0.347,2019-01-29
89,8.46,1.28,0.346,2019-01-30
51,10.11,1.39,0.343,2019-01-31
82,3.18,0.49,0.359,2019-02-01
32,11.7,1.47,0.361,2019-02-02
39,11.59,1.52,0.351,2019-02-03
52,10.75,1.53,0.347,2019-02-04
26,12.02,1.74,0.345,2019-02-05
87,6.67,1.07,0.355,2019-02-06
99,2.52,0.45,0.383,2019-02-07
100,3.29,0.58,0.393,2019-02-08
100,2.8,0.49,0.392,2019-02-09
85,4.15,0.63,0.381,2019-02-10
36,12.07,1.63,0.371,2019-02-11
23,12.81,1.82,0.365,2019-02-12
94,9.15,1.29,0.359,2019-02-13
100,2.31,0.44,0.381,2019-02-14
98,5.43,0.83,0.382,2019-02-15
97,4.55,0.7,0.372,2019-02-16
42,11.61,1.47,0.369,2019-02-17
0,14.25,1.86,0.365,2019-02-18
42,10.22,1.38,0.362,2019-02-19
7,14.66,2.05,0.357,2019-02-20
47,11.28,1.45,0.356,2019-02-21
86,12.76,1.66,0.357,2019-02-22
96,9.25,1.22,0.345,2019-02-23
99,4.82,0.75,0.342,2019-02-24
69,12.48,1.64,0.345,2019-02-25
91,11.73,1.52,0.351,2019-02-26
85,7.66,0.92,0.35,2019-02-27
76,8.36,1.05,0.346,2019-02-28
19,15.16,2.1,0.343,2019-03-01
78,11.23,1.44,0.374,2019-03-02
59,12.54,1.58,0.367,2019-03-03
8,16.31,2.07,0.354,2019-03-04
26,16.08,2.38,0.348,2019-03-05
92,6.65,1.06,0.365,2019-03-06
58,16.16,2.22,0.391,2019-03-07
16,17.6,2.56,0.375,2019-03-08
74,16.47,2.52,0.367,2019-03-09
37,15.0,2.27,0.362,2019-03-10
77,15.89,2.64,0.355,2019-03-11
93,12.21,2.12,0.349,2019-03-12
100,3.89,0.69,0.392,2019-03-13
88,13.07,1.88,0.382,2019-03-14
96,7.93,1.13,0.388,2019-03-15
89,9.95,1.36,0.398,2019-03-16
43,18.14,2.43,0.396,2019-03-17
14,17.08,2.64,0.38,2019-03-18
0,19.92,3.24,0.368,2019-03-19
38,19.79,3.17,0.358,2019-03-20
55,15.96,2.31,0.349,2019-03-21
64,17.2,2.44,0.345,2019-03-22
48,9.45,1.34,0.344,2019-03-23
73,10.5,1.41,0.348,2019-03-24
13,21.11,2.8,0.346,2019-03-25
19,21.41,3.21,0.339,2019-03-26
94,17.72,2.38,0.332,2019-03-27
53,15.79,2.08,0.321,2019-03-28
72,15.8,2.2,0.317,2019-03-29
6,21.9,2.91,0.312,2019-03-30
43,21.03,2.91,0.304,2019-03-31
96,10.0,1.55,0.299,2019-04-01
70,18.95,2.85,0.297,2019-04-02
72,13.42,2.0,0.3,2019-04-03
48,19.25,2.84,0.3,2019-04-04
51,18.49,2.87,0.304,2019-04-05
39,21.11,3.7,0.306,2019-04-06
74,18.13,3.36,0.304,2019-04-07
34,18.3,3.09,0.304,2019-04-08
64,15.06,2.7,0.3,2019-04-09
75,18.44,3.06,0.341,2019-04-10
80,13.45,2.06,0.355,2019-04-11
78,17.04,2.84,0.368,2019-04-12
91,16.41,2.72,0.381,2019-04-13
90,13.9,2.28,0.388,2019-04-14
83,15.52,2.19,0.381,2019-04-15
96,7.82,1.28,0.37,2019-04-16
98,7.64,1.24,0.364,2019-04-17
96,7.05,1.17,0.36,2019-04-18
90,6.1,0.88,0.374,2019-04-19
91,11.19,1.32,0.375,2019-04-20
64,14.9,1.92,0.384,2019-04-21
67,11.79,1.78,0.37,2019-04-22
50,23.54,3.53,0.36,2019-04-23
63,12.33,2.1,0.356,2019-04-24
18,24.61,4.12,0.349,2019-04-25
62,25.11,4.27,0.338,2019-04-26
15,26.9,4.61,0.328,2019-04-27
76,22.39,3.88,0.318,2019-04-28
45,22.1,4.02,0.312,2019-04-29
16,23.44,4.37,0.304,2019-04-30
78,23.99,4.53,0.296,2019-05-01
80,9.05,1.58,0.319,2019-05-02
34,21.11,3.33,0.336,2019-05-03
43,26.42,4.54,0.317,2019-05-04
81,21.57,3.95,0.311,2019-05-05
31,24.39,4.47,0.325,2019-05-06
57,16.74,2.88,0.324,2019-05-07
98,5.82,1.05,0.399,2019-05-08
51,19.49,2.99,0.373,2019-05-09
86,10.64,1.86,0.365,2019-05-10
74,18.52,2.98,0.37,2019-05-11
33,20.41,3.38,0.36,2019-05-12
25,27.42,4.8,0.341,2019-05-13
70,27.38,5.09,0.324,2019-05-14
52,27.55,5.58,0.309,2019-05-15
55,23.63,4.65,0.299,2019-05-16
42,24.52,4.63,0.29,2019-05-17
90,11.32,2.09,0.34,2019-05-18
72,12.78,2.33,0.422,2019-05-19
44,26.39,5.06,0.393,2019-05-20
79,20.62,4.08,0.377,2019-05-21
75,23.21,4.36,0.377,2019-05-22
84,11.49,2.23,0.399,2019-05-23
59,18.49,3.28,0.394,2019-05-24
70,19.99,3.33,0.395,2019-05-25
19,22.77,4.04,0.38,2019-05-26
25,28.58,5.28,0.362,2019-05-27
32,28.82,5.74,0.344,2019-05-28
11,27.13,5.59,0.332,2019-05-29
37,28.53,5.61,0.321,2019-05-30
17,28.77,5.59,0.306,2019-05-31
65,19.36,3.77,0.311,2019-06-01
78,16.58,3.34,0.325,2019-06-02
52,25.52,5.04,0.316,2019-06-03
36,23.65,4.5,0.304,2019-06-04
58,20.11,3.87,0.299,2019-06-05
82,19.49,3.82,0.303,2019-06-06
49,20.49,3.92,0.317,2019-06-07
38,26.09,5.02,0.304,2019-06-08
45,23.39,4.52,0.283,2019-06-09
75,22.27,4.39,0.286,2019-06-10
79,18.69,3.62,0.312,2019-06-11
89,12.21,2.35,0.384,2019-06-12
52,21.81,4.06,0.352,2019-06-13
77,20.41,3.83,0.345,2019-06-14
90,22.26,4.29,0.339,2019-06-15
86,17.0,3.33,0.337,2019-06-16
83,20.49,4.05,0.325,2019-06-17
76,21.0,4.04,0.337,2019-06-18
59,18.59,3.55,0.355,2019-06-19
96,14.51,2.83,0.355,2019-06-20
74,18.96,3.69,0.352,2019-06-21
60,22.99,4.6,0.339,2019-06-22
42,25.51,4.88,0.32,2019-06-23
15,26.69,5.23,0.303,2019-06-24
10,28.19,5.61,0.285,2019-06-25
28,25.81,5.17,0.275,2019-06-26
10,26.99,5.35,0.263,2019-06-27
14,30.96,5.98,0.251,2019-06-28
35,22.72,4.05,0.264,2019-06-29
27,23.3,3.91,0.286,2019-06-30
14,28.35,5.2,0.279,2019-07-01
0,30.83,6.04,0.26,2019-07-02
0,30.52,6.2,0.242,2019-07-03
9,28.4,5.82,0.226,2019-07-04
28,24.52,4.76,0.232,2019-07-05
41,22.9,4.37,0.227,2019-07-06
3,29.69,5.74,0.218,2019-07-07
2,30.23,6.06,0.207,2019-07-08
25,25.01,4.94,0.198,2019-07-09
45,23.23,4.6,0.201,2019-07-10
80,14.63,2.83,0.28,2019-07-11
57,21.7,3.8,0.369,2019-07-12
70,20.89,3.75,0.334,2019-07-13
92,18.58,3.48,0.315,2019-07-14
80,11.54,2.08,0.379,2019-07-15
45,24.82,4.6,0.364,2019-07-16
70,18.01,3.46,0.365,2019-07-17
71,21.04,4.08,0.377,2019-07-18
9,27.34,5.15,0.348,2019-07-19
3,28.88,5.61,0.325,2019-07-20
1,29.31,5.56,0.306,2019-07-21
23,24.54,5.07,0.283,2019-07-22
12,26.31,5.18,0.265,2019-07-23
33,24.33,4.64,0.256,2019-07-24
40,23.79,4.47,0.259,2019-07-25
13,28.7,5.39,0.25,2019-07-26
3,27.93,5.58,0.236,2019-07-27
5,26.6,5.4,0.225,2019-07-28
