cloud_cover_mean,shortwave_radiation_sum,et0_fao_evapotranspiration,soil_moisture_0_to_7cm_mean,date
98,6.51,1.07,0.407,2023-03-18
100,3.22,0.63,0.405,2023-03-19
96,8.41,1.25,0.391,2023-03-20
51,19.48,2.88,0.383,2023-03-21
100,10.59,1.77,0.378,2023-03-22
100,3.25,0.63,0.391,2023-03-23
75,12.51,1.87,0.386,2023-03-24
24,19.62,3.05,0.374,2023-03-25
73,15.0,2.32,0.375,2023-03-26
20,21.16,3.45,0.38,2023-03-27
73,10.98,1.64,0.393,2023-03-28
98,8.52,1.07,0.401,2023-03-29
95,14.09,1.39,0.38,2023-03-30
62,22.72,2.95,0.367,2023-03-31
70,19.12,3.21,0.374,2023-04-01
81,10.65,1.87,0.377,2023-04-02
90,14.17,2.34,0.4,2023-04-03
94,16.35,3.1,0.379,2023-04-04
76,12.69,1.86,0.39,2023-04-05
94,13.26,2.01,0.392,2023-04-06
92,9.21,1.35,0.402,2023-04-07
63,19.69,3.0,0.379,2023-04-08
65,21.83,3.44,0.366,2023-04-09
93,12.47,2.04,0.369,2023-04-10
74,19.17,2.87,0.383,2023-04-11
74,18.74,2.6,0.387,2023-04-12
80,6.7,1.02,0.409,2023-04-13
15,24.25,4.01,0.39,2023-04-14
66,22.37,3.99,0.383,2023-04-15
94,17.89,3.08,0.384,2023-04-16
92,18.51,3.22,0.379,2023-04-17
84,20.93,3.74,0.377,2023-04-18
51,18.08,2.81,0.389,2023-04-19
77,11.74,1.77,0.402,2023-04-20
72,11.79,1.8,0.41,2023-04-21
46,21.7,3.29,0.391,2023-04-22
91,16.63,2.63,0.392,2023-04-23
55,18.46,2.76,0.382,2023-04-24
59,22.72,3.76,0.366,2023-04-25
91,18.85,3.02,0.369,2023-04-26
91,10.56,1.8,0.393,2023-04-27
99,8.68,1.24,0.426,2023-04-28
100,6.59,1.0,0.42,2023-04-29
95,12.01,1.91,0.409,2023-04-30
34,25.36,3.83,0.394,2023-05-01
12,25.29,3.98,0.381,2023-05-02
63,27.01,4.69,0.367,2023-05-03
88,20.75,3.87,0.358,2023-05-04
98,19.93,3.54,0.349,2023-05-05
88,20.01,3.52,0.352,2023-05-06
100,5.57,1.08,0.343,2023-05-07
91,14.66,2.48,0.353,2023-05-08
98,20.26,3.27,0.347,2023-05-09
98,8.34,1.51,0.364,2023-05-10
90,17.79,3.01,0.36,2023-05-11
100,17.02,2.82,0.35,2023-05-12
94,11.59,2.03,0.345,2023-05-13
76,25.95,4.34,0.332,2023-05-14
79,27.26,4.83,0.328,2023-05-15
76,27.28,5.1,0.311,2023-05-16
74,20.62,3.89,0.316,2023-05-17
88,16.25,2.88,0.332,2023-05-18
89,10.97,1.87,0.359,2023-05-19
96,15.52,2.74,0.346,2023-05-20
92,19.3,3.4,0.337,2023-05-21
85,22.92,4.0,0.331,2023-05-22
99,14.36,2.64,0.339,2023-05-23
97,14.28,2.55,0.381,2023-05-24
90,19.7,3.48,0.368,2023-05-25
85,17.73,3.18,0.366,2023-05-26
73,21.29,3.85,0.357,2023-05-27
79,21.14,3.73,0.366,2023-05-28
92,20.5,3.66,0.38,2023-05-29
81,11.19,2.02,0.404,2023-05-30
86,20.44,3.69,0.411,2023-05-31
77,24.99,4.42,0.393,2023-06-01
47,27.7,5.08,0.372,2023-06-02
68,18.81,3.43,0.379,2023-06-03
100,6.15,1.31,0.427,2023-06-04
84,13.5,2.54,0.414,2023-06-05
39,23.62,4.36,0.396,2023-06-06
28,28.73,5.36,0.378,2023-06-07
56,25.62,4.98,0.353,2023-06-08
93,18.96,3.6,0.364,2023-06-09
47,27.26,5.05,0.364,2023-06-10
87,27.87,5.12,0.34,2023-06-11
77,21.15,3.75,0.333,2023-06-12
85,19.78,3.58,0.348,2023-06-13
83,22.15,3.95,0.337,2023-06-14
60,25.2,4.77,0.328,2023-06-15
84,26.13,5.13,0.311,2023-06-16
62,23.87,4.6,0.322,2023-06-17
92,15.65,3.02,0.383,2023-06-18
95,18.9,3.53,0.375,2023-06-19
94,6.87,1.36,0.402,2023-06-20
56,21.7,4.0,0.379,2023-06-21
30,27.37,5.08,0.354,2023-06-22
1,30.53,5.8,0.335,2023-06-23
0,31.19,6.12,0.322,2023-06-24
4,29.53,5.88,0.314,2023-06-25
31,25.69,4.97,0.302,2023-06-26
55,21.86,4.17,0.319,2023-06-27
9,27.76,5.33,0.315,2023-06-28
42,23.01,4.23,0.316,2023-06-29
41,25.54,4.67,0.306,2023-06-30
7,30.96,5.79,0.284,2023-07-01
5,28.74,5.66,0.266,2023-07-02
33,25.79,5.17,0.262,2023-07-03
18,25.41,5.1,0.255,2023-07-04
38,28.27,5.85,0.244,2023-07-05
19,26.85,5.72,0.234,2023-07-06
72,24.32,5.0,0.226,2023-07-07
88,17.63,3.35,0.241,2023-07-08
99,8.63,1.69,0.369,2023-07-09
57,21.3,3.88,0.394,2023-07-10
24,26.72,4.93,0.359,2023-07-11
12,27.24,5.38,0.344,2023-07-12
2,29.36,5.83,0.32,2023-07-13
1,29.39,6.09,0.304,2023-07-14
8,29.06,5.78,0.282,2023-07-15
21,28.54,5.53,0.267,2023-07-16
10,29.06,5.67,0.252,2023-07-17
5,28.66,5.64,0.242,2023-07-18
2,28.7,5.67,0.238,2023-07-19
2,28.58,5.79,0.227,2023-07-20
10,25.44,5.34,0.217,2023-07-21
0,28.91,5.98,0.208,2023-07-22
7,27.22,5.84,0.195,2023-07-23
40,24.26,4.82,0.203,2023-07-24
21,28.76,5.61,0.208,2023-07-25
0,28.83,6.16,0.193,2023-07-26
51,21.3,5.11,0.191,2023-07-27
53,22.03,4.06,0.269,2023-07-28
2,28.41,5.36,0.263,2023-07-29
5,27.39,5.29,0.24,2023-07-30
26,27.37,5.4,0.224,2023-07-31
54,24.85,5.05,0.207,2023-08-01
41,26.68,5.51,0.195,2023-08-02
6,27.6,5.72,0.181,2023-08-03
0,27.57,5.81,0.169,2023-08-04
0,27.8,6.1,0.16,2023-08-05
8,25.6,5.83,0.156,2023-08-06
2,26.77,5.62,0.148,2023-08-07
24,23.67,5.0,0.138,2023-08-08
60,21.52,4.55,0.141,2023-08-09
53,21.59,4.53,0.144,2023-08-10
71,13.99,2.81,0.222,2023-08-11
46,17.71,3.67,0.159,2023-08-12
9,25.99,5.59,0.151,2023-08-13
18,24.53,5.77,0.143,2023-08-14
21,23.77,6.0,0.137,2023-08-15
2,25.98,6.07,0.128,2023-08-16
0,25.81,5.74,0.123,2023-08-17
0,26.13,5.65,0.121,2023-08-18
0,25.81,5.67,0.119,2023-08-19
3,25.79,5.42,0.11,2023-08-20
6,24.85,5.49,0.102,2023-08-21
0,25.39,5.89,0.103,2023-08-22
0,25.3,5.59,0.103,2023-08-23
2,24.34,5.2,0.103,2023-08-24
5,23.07,4.88,0.096,2023-08-25
0,25.05,5.55,0.096,2023-08-26
7,24.11,5.15,0.094,2023-08-27
2,23.59,4.89,0.094,2023-08-28
16,22.15,4.77,0.093,2023-08-29
4,23.07,5.12,0.096,2023-08-30
27,21.5,4.83,0.097,2023-08-31
52,18.48,3.93,0.102,2023-09-01
65,19.82,4.23,0.11,2023-09-02
88,13.39,2.62,0.137,2023-09-03
83,15.51,3.09,0.185,2023-09-04
65,19.38,3.92,0.178,2023-09-05
84,14.83,3.14,0.202,2023-09-06
56,19.56,4.04,0.194,2023-09-07
54,17.56,3.57,0.177,2023-09-08
12,21.95,4.25,0.165,2023-09-09
18,21.78,4.25,0.155,2023-09-10
4,22.5,4.19,0.144,2023-09-11
2,21.65,3.97,0.137,2023-09-12
0,22.11,4.24,0.131,2023-09-13
0,21.91,4.23,0.129,2023-09-14
11,21.57,4.21,0.131,2023-09-15
18,21.21,4.28,0.134,2023-09-16
7,20.65,4.07,0.129,2023-09-17
3,21.41,3.96,0.129,2023-09-18
0,21.72,4.14,0.129,2023-09-19
0,20.95,3.97,0.13,2023-09-20
14,20.34,3.93,0.121,2023-09-21
29,19.8,4.03,0.12,2023-09-22
0,19.74,4.14,0.125,2023-09-23
0,19.62,4.08,0.118,2023-09-24
0,19.53,3.97,0.113,2023-09-25
52,19.39,3.91,0.115,2023-09-26
5,19.07,3.86,0.115,2023-09-27
78,13.58,2.86,0.117,2023-09-28
56,14.67,2.76,0.16,2023-09-29
82,10.23,1.93,0.225,2023-09-30
96,10.43,1.9,0.277,2023-10-01
88,8.31,1.57,0.306,2023-10-02
60,11.51,1.95,0.304,2023-10-03
0,18.18,2.96,0.279,2023-10-04
23,17.46,3.0,0.265,2023-10-05
39,16.72,2.94,0.251,2023-10-06
38,16.29,2.87,0.236,2023-10-07
0,17.16,3.12,0.227,2023-10-08
73,7.97,1.43,0.252,2023-10-09
56,15.36,2.61,0.243,2023-10-10
63,8.5,1.49,0.24,2023-10-11
5,16.52,2.59,0.23,2023-10-12
1,16.34,2.77,0.223,2023-10-13
41,15.31,2.62,0.213,2023-10-14
4,15.5,2.75,0.206,2023-10-15
50,10.81,1.92,0.211,2023-10-16
89,10.15,1.7,0.225,2023-10-17
97,2.37,0.54,0.326,2023-10-18
49,12.66,1.94,0.33,2023-10-19
7,14.73,2.35,0.299,2023-10-20
2,14.24,2.59,0.282,2023-10-21
11,14.11,2.58,0.274,2023-10-22
31,13.99,2.54,0.269,2023-10-23
26,13.72,2.44,0.256,2023-10-24
86,11.28,1.98,0.242,2023-10-25
100,9.33,1.85,0.24,2023-10-26
73,12.16,2.35,0.243,2023-10-27
55,11.59,2.21,0.235,2023-10-28
76,9.39,1.64,0.263,2023-10-29
74,12.21,2.11,0.291,2023-10-30
70,12.47,2.17,0.271,2023-10-31
60,9.79,1.74,0.261,2023-11-01
82,8.06,1.38,0.252,2023-11-02
51,11.07,1.89,0.286,2023-11-03
97,10.61,1.92,0.279,2023-11-04
55,10.02,1.94,0.266,2023-11-05
68,6.91,1.25,0.276,2023-11-06
40,10.23,1.68,0.295,2023-11-07
32,11.29,1.8,0.279,2023-11-08
86,2.0,0.45,0.293,2023-11-09
71,10.39,1.44,0.291,2023-11-10
75,9.55,1.84,0.277,2023-11-11
92,5.07,0.93,0.3,2023-11-12
100,4.2,0.72,0.321,2023-11-13
61,9.38,1.37,0.383,2023-11-14
72,9.98,1.47,0.349,2023-11-15
89,1.66,0.38,0.383,2023-11-16
84,5.88,0.82,0.384,2023-11-17
95,4.46,0.76,0.384,2023-11-18
98,1.49,0.3,0.421,2023-11-19
100,2.88,0.43,0.422,2023-11-20
78,8.98,1.12,0.419,2023-11-21
83,9.72,1.08,0.411,2023-11-22
98,2.58,0.47,0.42,2023-11-23
79,5.97,0.84,0.412,2023-11-24
87,5.21,0.85,0.41,2023-11-25
95,2.89,0.6,0.412,2023-11-26
54,7.03,0.89,0.4,2023-11-27
44,9.42,1.13,0.382,2023-11-28
95,2.87,0.56,0.388,2023-11-29
65,7.18,1.02,0.413,2023-11-30
69,8.4,1.17,0.395,2023-12-01
25,9.0,1.23,0.383,2023-12-02
83,8.87,1.24,0.375,2023-12-03
76,8.22,1.14,0.37,2023-12-04
57,7.2,0.91,0.366,2023-12-05
60,8.25,1.0,0.364,2023-12-06
99,6.11,0.8,0.373,2023-12-07
97,2.7,0.46,0.386,2023-12-08
100,3.23,0.54,0.406,2023-12-09
69,6.38,0.87,0.418,2023-12-10
93,7.73,0.96,0.403,2023-12-11
75,7.1,0.92,0.401,2023-12-12
83,6.65,0.89,0.398,2023-12-13
65,8.42,1.03,0.382,2023-12-14
94,6.69,0.92,0.377,2023-12-15
88,6.27,0.85,0.382,2023-12-16
82,3.71,0.51,0.406,2023-12-17
16,8.43,0.94,0.392,2023-12-18
25,6.69,0.81,0.385,2023-12-19
0,8.54,1.01,0.381,2023-12-20
84,5.83,0.79,0.377,2023-12-21
94,2.97,0.43,0.397,2023-12-22
93,4.87,0.74,0.419,2023-12-23
100,1.45,0.27,0.418,2023-12-24
73,4.67,0.67,0.419,2023-12-25
11,8.49,1.07,0.414,2023-12-26
44,6.48,0.83,0.409,2023-12-27
64,5.66,0.7,0.405,2023-12-28
13,8.78,1.02,0.398,2023-12-29
35,8.46,1.0,0.393,2023-12-30
81,4.21,0.58,0.39,2023-12-31
87,7.94,0.88,0.384,2024-01-01
83,4.78,0.61,0.391,2024-01-02
100,5.73,0.76,0.416,2024-01-03
82,7.0,1.0,0.42,2024-01-04
64,4.07,0.59,0.421,2024-01-05
47,8.86,1.09,0.407,2024-01-06
68,7.22,0.95,0.407,2024-01-07
76,4.5,0.62,0.419,2024-01-08
92,3.21,0.48,0.41,2024-01-09
100,1.82,0.37,0.399,2024-01-10
93,7.09,0.79,0.394,2024-01-11
95,3.13,0.47,0.389,2024-01-12
74,4.68,0.54,0.383,2024-01-13
21,10.08,1.01,0.38,2024-01-14
40,9.48,1.15,0.378,2024-01-15
97,1.02,0.25,0.4,2024-01-16
43,7.39,0.81,0.404,2024-01-17
95,7.29,0.91,0.394,2024-01-18
77,6.06,0.8,0.414,2024-01-19
94,6.78,0.92,0.417,2024-01-20
88,2.93,0.46,0.417,2024-01-21
25,6.89,0.77,0.405,2024-01-22
2,10.93,1.14,0.397,2024-01-23
3,10.78,1.23,0.392,2024-01-24
94,5.36,0.78,0.389,2024-01-25
99,4.12,0.57,0.387,2024-01-26
95,4.54,0.5,0.385,2024-01-27
98,4.65,0.54,0.382,2024-01-28
86,8.2,0.86,0.38,2024-01-29
29,7.33,0.77,0.378,2024-01-30
6,11.6,1.22,0.376,2024-01-31
3,11.73,1.32,0.374,2024-02-01
46,11.34,1.23,0.373,2024-02-02
73,9.85,1.07,0.372,2024-02-03
99,3.52,0.6,0.374,2024-02-04
91,6.9,0.97,0.402,2024-02-05
56,8.87,1.33,0.399,2024-02-06
34,12.48,1.85,0.395,2024-02-07
98,10.13,1.44,0.388,2024-02-08
23,12.54,1.74,0.385,2024-02-09
70,12.06,1.76,0.379,2024-02-10
98,11.38,1.77,0.376,2024-02-11
99,9.6,1.79,0.377,2024-02-12
99,9.18,1.72,0.369,2024-02-13
98,3.16,0.59,0.378,2024-02-14
100,3.65,0.65,0.413,2024-02-15
94,7.7,1.14,0.398,2024-02-16
100,2.11,0.45,0.399,2024-02-17
100,2.76,0.5,0.399,2024-02-18
97,5.23,0.77,0.394,2024-02-19
71,12.06,1.54,0.384,2024-02-20
94,9.69,1.26,0.381,2024-02-21
29,11.34,1.41,0.376,2024-02-22
26,14.85,1.96,0.372,2024-02-23
1,15.1,2.09,0.365,2024-02-24
42,15.49,2.2,0.362,2024-02-25
93,12.98,1.88,0.361,2024-02-26
30,15.17,2.24,0.358,2024-02-27
19,15.44,2.26,0.351,2024-02-28
28,16.05,2.46,0.352,2024-02-29
76,12.16,1.94,0.352,2024-03-01
91,10.6,1.7,0.345,2024-03-02
49,13.91,1.94,0.334,2024-03-03
64,10.57,1.49,0.352,2024-03-04
79,14.96,2.27,0.35,2024-03-05
100,3.18,0.47,0.408,2024-03-06
81,8.49,1.18,0.403,2024-03-07
85,15.92,2.15,0.397,2024-03-08
97,5.1,0.76,0.423,2024-03-09
73,16.68,2.16,0.402,2024-03-10
57,17.01,2.45,0.389,2024-03-11
81,18.09,2.84,0.378,2024-03-12
100,8.78,1.42,0.372,2024-03-13
75,15.45,2.2,0.392,2024-03-14
93,13.42,1.82,0.4,2024-03-15
82,9.41,1.35,0.396,2024-03-16
55,16.51,2.25,0.389,2024-03-17
40,17.68,2.44,0.373,2024-03-18
32,18.57,2.59,0.362,2024-03-19
100,9.37,1.41,0.349,2024-03-20
79,10.15,1.29,0.374,2024-03-21
98,8.02,1.07,0.376,2024-03-22
73,8.41,1.12,0.388,2024-03-23
5,21.73,3.02,0.376,2024-03-24
72,17.41,2.74,0.377,2024-03-25
79,17.14,2.17,0.403,2024-03-26
77,11.29,1.66,0.388,2024-03-27
53,20.25,3.37,0.376,2024-03-28
48,20.94,3.59,0.379,2024-03-29
79,18.39,3.21,0.363,2024-03-30
32,21.2,3.83,0.352,2024-03-31
3,22.08,4.13,0.342,2024-04-01
60,21.91,4.21,0.34,2024-04-02
51,19.2,3.09,0.342,2024-04-03
74,22.59,3.77,0.32,2024-04-04
3,23.09,3.63,0.315,2024-04-05
47,20.24,3.34,0.295,2024-04-06
48,20.89,3.48,0.278,2024-04-07
50,19.44,3.18,0.264,2024-04-08
39,20.75,3.45,0.268,2024-04-09
82,20.38,3.45,0.264,2024-04-10
52,16.38,2.74,0.264,2024-04-11
94,9.04,1.69,0.273,2024-04-12
43,19.93,3.3,0.282,2024-04-13
31,21.79,3.66,0.271,2024-04-14
6,24.7,4.26,0.26,2024-04-15
41,24.94,4.79,0.257,2024-04-16
88,19.88,4.32,0.25,2024-04-17
55,21.55,4.03,0.243,2024-04-18
57,21.16,3.54,0.237,2024-04-19
74,18.23,3.34,0.264,2024-04-20
38,20.93,3.48,0.313,2024-04-21
37,25.06,4.29,0.293,2024-04-22
91,18.55,3.64,0.276,2024-04-23
100,16.28,4.27,0.265,2024-04-24
99,11.04,2.94,0.262,2024-04-25
60,18.48,3.28,0.266,2024-04-26
87,21.38,3.87,0.26,2024-04-27
97,15.16,2.74,0.296,2024-04-28
94,15.29,2.81,0.362,2024-04-29
98,14.43,2.69,0.344,2024-04-30
99,8.88,1.67,0.365,2024-05-01
99,10.56,1.93,0.355,2024-05-02
89,6.0,1.15,0.365,2024-05-03
74,19.78,3.1,0.392,2024-05-04
57,24.8,3.85,0.379,2024-05-05
30,27.91,4.26,0.357,2024-05-06
0,28.59,4.74,0.341,2024-05-07
38,25.7,4.57,0.323,2024-05-08
74,21.99,4.05,0.319,2024-05-09
93,21.71,3.97,0.33,2024-05-10
99,13.57,2.38,0.389,2024-05-11
92,10.09,1.85,0.387,2024-05-12
71,18.08,2.87,0.376,2024-05-13
72,17.74,2.73,0.379,2024-05-14
35,27.88,4.24,0.364,2024-05-15
47,27.41,4.26,0.352,2024-05-16
85,21.18,3.65,0.347,2024-05-17
14,24.66,4.26,0.331,2024-05-18
76,24.82,4.53,0.308,2024-05-19
73,24.26,4.48,0.284,2024-05-20
25,25.8,4.75,0.272,2024-05-21
10,28.84,5.48,0.256,2024-05-22
70,21.96,4.38,0.251,2024-05-23
94,18.21,3.35,0.266,2024-05-24
80,20.92,3.71,0.26,2024-05-25
69,21.56,3.72,0.274,2024-05-26
80,19.36,3.4,0.27,2024-05-27
81,14.73,2.66,0.291,2024-05-28
63,26.49,4.66,0.319,2024-05-29
73,21.31,3.84,0.321,2024-05-30
32,23.44,4.26,0.316,2024-05-31
2,28.63,5.5,0.307,2024-06-01
30,26.9,5.41,0.28,2024-06-02
17,28.31,5.78,0.258,2024-06-03
67,24.2,5.05,0.239,2024-06-04
17,27.81,5.85,0.243,2024-06-05
48,25.27,5.16,0.224,2024-06-06
57,23.38,4.78,0.218,2024-06-07
90,21.25,4.05,0.226,2024-06-08
26,29.22,5.64,0.248,2024-06-09
15,29.65,5.94,0.23,2024-06-10
12,30.14,6.38,0.213,2024-06-11
31,27.45,5.99,0.202,2024-06-12
35,28.99,6.32,0.188,2024-06-13
68,22.8,5.08,0.18,2024-06-14
74,17.99,3.26,0.198,2024-06-15
42,25.02,4.74,0.204,2024-06-16
0,30.75,5.96,0.193,2024-06-17
3,29.0,5.91,0.176,2024-06-18
35,27.56,5.63,0.166,2024-06-19
1,30.1,6.19,0.155,2024-06-20
3,29.94,6.07,0.145,2024-06-21
2,30.14,6.1,0.138,2024-06-22
0,31.08,6.57,0.135,2024-06-23
16,30.98,6.72,0.133,2024-06-24
20,30.29,6.11,0.125,2024-06-25
47,23.79,4.86,0.119,2024-06-26
0,30.39,6.16,0.122,2024-06-27
37,27.24,5.88,0.122,2024-06-28
15,28.18,6.31,0.122,2024-06-29
12,27.55,5.65,0.117,2024-06-30
11,25.75,5.36,0.123,2024-07-01
2,30.18,6.24,0.123,2024-07-02
32,26.35,5.93,0.128,2024-07-03
49,23.16,5.06,0.132,2024-07-04
76,19.98,3.93,0.146,2024-07-05
62,19.08,3.83,0.166,2024-07-06
1,28.96,5.96,0.168,2024-07-07
5,27.85,5.95,0.153,2024-07-08
44,21.88,4.65,0.145,2024-07-09
55,22.11,4.41,0.168,2024-07-10
69,22.31,4.55,0.22,2024-07-11
82,20.26,4.09,0.279,2024-07-12
61,23.18,4.62,0.28,2024-07-13
5,28.91,5.99,0.254,2024-07-14
37,25.78,5.37,0.218,2024-07-15
23,26.15,5.51,0.205,2024-07-16
38,20.57,4.28,0.192,2024-07-17
9,26.29,5.77,0.185,2024-07-18
15,25.87,5.63,0.178,2024-07-19
38,23.26,4.79,0.182,2024-07-20
25,26.77,5.77,0.174,2024-07-21
1,28.2,6.14,0.158,2024-07-22
19,25.19,5.4,0.145,2024-07-23
33,24.09,5.09,0.138,2024-07-24
24,26.2,5.48,0.138,2024-07-25
79,14.31,2.8,0.217,2024-07-26
83,14.26,2.68,0.313,2024-07-27
30,26.96,5.66,0.285,2024-07-28
0,28.77,5.98,0.24,2024-07-29
11,26.2,5.27,0.209,2024-07-30
47,19.86,3.93,0.189,2024-07-31
36,26.13,5.28,0.178,2024-08-01
1,27.75,5.75,0.162,2024-08-02
0,27.78,5.85,0.15,2024-08-03
6,27.03,5.87,0.139,2024-08-04
34,22.14,4.62,0.126,2024-08-05
10,26.31,5.46,0.122,2024-08-06
16,23.72,4.85,0.12,2024-08-07
10,26.56,5.5,0.119,2024-08-08
19,25.81,5.59,0.116,2024-08-09
80,15.87,3.43,0.144,2024-08-10
22,24.12,5.15,0.188,2024-08-11
2,25.95,5.47,0.156,2024-08-12
0,26.53,5.75,0.143,2024-08-13
1,26.38,6.02,0.137,2024-08-14
0,26.29,5.58,0.128,2024-08-15
11,26.56,5.64,0.128,2024-08-16
0,26.5,5.61,0.12,2024-08-17
0,26.23,5.64,0.117,2024-08-18
2,25.28,5.57,0.118,2024-08-19
2,24.69,5.58,0.111,2024-08-20
25,22.73,5.21,0.11,2024-08-21
33,19.52,4.23,0.107,2024-08-22
40,20.2,4.31,0.109,2024-08-23
42,20.33,4.16,0.128,2024-08-24
43,20.4,4.18,0.137,2024-08-25
65,15.52,3.08,0.18,2024-08-26
65,18.89,3.77,0.227,2024-08-27
42,19.15,3.86,0.224,2024-08-28
36,20.45,4.14,0.207,2024-08-29
75,17.06,3.4,0.219,2024-08-30
65,16.11,3.25,0.261,2024-08-31
77,17.37,3.45,0.249,2024-09-01
90,11.33,2.29,0.285,2024-09-02
58,18.62,3.65,0.29,2024-09-03
78,19.86,3.98,0.252,2024-09-04
48,20.3,4.04,0.226,2024-09-05
26,21.64,4.23,0.207,2024-09-06
57,19.8,3.93,0.188,2024-09-07
82,15.0,2.87,0.212,2024-09-08
48,18.82,3.69,0.249,2024-09-09
37,19.9,4.29,0.227,2024-09-10
58,19.17,4.17,0.213,2024-09-11
29,19.67,3.9,0.205,2024-09-12
12,20.21,4.14,0.192,2024-09-13
4,20.2,4.17,0.181,2024-09-14
46,17.01,3.69,0.166,2024-09-15
57,16.75,3.19,0.171,2024-09-16
49,17.69,3.37,0.169,2024-09-17
79,17.62,3.37,0.162,2024-09-18
75,12.73,2.35,0.17,2024-09-19
86,14.1,2.69,0.177,2024-09-20
77,11.85,2.13,0.211,2024-09-21
88,7.47,1.43,0.257,2024-09-22
92,6.4,1.22,0.326,2024-09-23
62,17.13,3.01,0.294,2024-09-24
10,18.37,3.41,0.259,2024-09-25
20,18.56,3.5,0.237,2024-09-26
0,18.89,3.56,0.218,2024-09-27
0,19.02,3.65,0.203,2024-09-28
23,18.51,3.75,0.191,2024-09-29
76,4.19,0.9,0.247,2024-09-30
100,2.98,0.71,0.361,2024-10-01
87,3.56,0.73,0.415,2024-10-02
29,17.41,2.92,0.378,2024-10-03
0,17.47,3.11,0.358,2024-10-04
1,17.14,3.23,0.341,2024-10-05
34,16.25,3.07,0.324,2024-10-06
39,13.7,2.43,0.31,2024-10-07
40,15.85,2.81,0.297,2024-10-08
35,16.53,2.98,0.285,2024-10-09
30,13.26,2.43,0.279,2024-10-10
41,14.66,2.69,0.269,2024-10-11
75,12.56,2.41,0.264,2024-10-12
91,6.89,1.28,0.346,2024-10-13
92,12.61,2.16,0.32,2024-10-14
59,14.22,2.34,0.304,2024-10-15
71,11.35,1.9,0.292,2024-10-16
79,6.02,0.97,0.338,2024-10-17
84,6.36,0.94,0.371,2024-10-18
77,8.74,1.23,0.37,2024-10-19
87,6.12,0.95,0.387,2024-10-20
99,4.36,0.77,0.392,2024-10-21
76,9.49,1.45,0.389,2024-10-22
22,14.04,2.05,0.364,2024-10-23
61,12.32,1.82,0.349,2024-10-24
76,11.12,1.65,0.339,2024-10-25
51,11.25,1.7,0.33,2024-10-26
2,13.66,2.0,0.322,2024-10-27
2,13.54,2.03,0.323,2024-10-28
20,12.95,1.97,0.31,2024-10-29
85,6.26,1.04,0.311,2024-10-30
84,7.33,1.12,0.34,2024-10-31
87,10.52,1.54,0.327,2024-11-01
31,12.02,1.82,0.318,2024-11-02
86,4.22,0.76,0.335,2024-11-03
21,12.36,1.58,0.328,2024-11-04
91,6.23,0.95,0.346,2024-11-05
17,11.89,1.49,0.339,2024-11-06
0,11.97,1.58,0.324,2024-11-07
0,11.89,1.6,0.315,2024-11-08
17,11.66,1.49,0.312,2024-11-09
72,11.15,1.41,0.311,2024-11-10
79,7.2,1.07,0.31,2024-11-11
59,10.13,1.39,0.303,2024-11-12
85,9.79,1.39,0.298,2024-11-13
87,5.48,0.84,0.308,2024-11-14
98,2.51,0.46,0.363,2024-11-15
97,3.12,0.54,0.401,2024-11-16
69,9.44,1.26,0.381,2024-11-17
92,4.73,0.74,0.378,2024-11-18
62,5.0,0.76,0.389,2024-11-19
7,9.84,1.34,0.38,2024-11-20
68,5.36,0.98,0.379,2024-11-21
49,8.85,1.3,0.386,2024-11-22
86,2.44,0.47,0.393,2024-11-23
96,4.99,0.59,0.407,2024-11-24
99,4.49,0.54,0.412,2024-11-25
94,4.46,0.57,0.416,2024-11-26
81,7.12,0.76,0.392,2024-11-27
96,1.97,0.35,0.408,2024-11-28
55,8.72,0.93,0.408,2024-11-29
58,8.35,0.93,0.393,2024-11-30
72,8.34,0.92,0.39,2024-12-01
37,8.73,0.95,0.389,2024-12-02
58,8.67,0.98,0.38,2024-12-03
98,2.31,0.37,0.385,2024-12-04
79,6.62,0.84,0.394,2024-12-05
99,7.32,0.85,0.366,2024-12-06
93,7.27,0.9,0.352,2024-12-07
82,6.73,0.93,0.372,2024-12-08
58,6.95,0.98,0.369,2024-12-09
36,7.88,1.09,0.37,2024-12-10
95,2.17,0.38,0.4,2024-12-11
99,1.22,0.22,0.415,2024-12-12
100,2.12,0.33,0.414,2024-12-13
64,7.75,0.72,0.402,2024-12-14
98,1.88,0.28,0.397,2024-12-15
92,3.02,0.39,0.422,2024-12-16
31,8.52,0.92,0.407,2024-12-17
99,2.39,0.4,0.405,2024-12-18
57,7.89,0.85,0.399,2024-12-19
9,8.54,0.97,0.393,2024-12-20
83,2.56,0.32,0.4,2024-12-21
94,1.73,0.29,0.42,2024-12-22
58,7.23,0.84,0.405,2024-12-23
89,3.46,0.5,0.401,2024-12-24
98,4.6,0.73,0.412,2024-12-25
82,7.57,0.93,0.402,2024-12-26
96,1.3,0.26,0.412,2024-12-27
73,4.18,0.57,0.407,2024-12-28
83,4.53,0.56,0.399,2024-12-29
97,2.67,0.42,0.391,2024-12-30
52,7.67,0.86,0.391,2024-12-31
0,8.86,1.02,0.387,2025-01-01
0,9.09,1.07,0.385,2025-01-02
22,8.86,1.05,0.382,2025-01-03
92,5.04,0.69,0.393,2025-01-04
97,3.42,0.48,0.398,2025-01-05
26,8.87,1.01,0.385,2025-01-06
15,8.96,1.08,0.377,2025-01-07
50,8.71,1.07,0.378,2025-01-08
3,9.05,1.08,0.373,2025-01-09
